property_id,address,city,neighborhood,latitude,longitude,property_type,year_built,sale_date,condition,finished_basement,renovated,near_transit,backs_onto_park,bedrooms,bathrooms,living_area_sqft,lot_size_sqft,garage_spaces,sale_price
AB-00327,5811 Aspen Way,Leduc,Tribute,53.204711,-113.573107,Semi-Detached,1981.0,2026-02-23,Average,True,False,True,False,2,1.5,1570,3612.0,1,462000
AB-00328,6388 Maple Rd,Edmonton,Terwillegar,53.49862,-113.472811,Semi-Detached,1980.0,2024-06-28,Excellent,False,False,False,False,3,2.0,1173,3434.0,1,432000
AB-00329,9866 Cedar Rd,Calgary,Bridgeland,51.018989,-114.108361,Detached,2022.0,2025-03-10,Fair,True,False,True,True,4,3.5,1223,6597.0,2,631000
AB-00330,103 River Ave,Sherwood Park,Nottingham,53.543359,-113.276403,Detached,1977.0,2025-08-14,Good,True,False,True,False,4,2.0,2466,3981.0,2,962000
AB-00331,8462 Cedar Ave,Edmonton,Terwillegar,53.533254,-113.531042,Condo,1971.0,2024-04-06,Average,True,False,True,False,3,2.0,888,,2,255000
AB-00332,6371 Cedar Blvd,Sherwood Park,Clarkdale,53.55648,-113.255023,Detached,2010.0,2025-11-04,Good,False,False,True,False,4,2.0,1467,1694.0,2,506000
AB-00333,2459 Prairie Blvd,Airdrie,Reunion,51.363712,-114.013464,Detached,1969.0,2026-01-20,Good,True,False,False,False,6,3.0,1495,5942.0,1,499000
AB-00334,3798 River Blvd,St. Albert,Riverside,53.678621,-113.654668,Condo,2017.0,2024-10-25,Average,False,False,False,False,2,1.0,809,,0,227000
AB-00335,1411 River Way,Airdrie,Hillcrest,51.295993,-113.941289,Detached,1974.0,2023-08-27,Average,False,True,False,True,6,3.0,1732,4056.0,2,595000
AB-00336,276 Cedar Blvd,Calgary,Kensington,50.989988,-114.03216,Townhouse,2003.0,2025-02-13,Average,False,False,False,False,3,2.5,1286,1654.0,1,471000
AB-00337,7852 Aspen Ave,Edmonton,Oliver,53.556556,-113.527631,Detached,1993.0,2024-08-05,Fair,False,False,False,False,5,3.5,1868,9031.0,2,688000
AB-00338,1927 Aspen Ave,Edmonton,Windermere,53.550064,-113.558523,Condo,1992.0,2024-01-06,Poor,False,False,True,False,1,1.0,1102,,0,308000
AB-00339,2625 Cedar Blvd,Edmonton,Oliver,53.583902,-113.513929,Duplex,1978.0,2025-10-08,Average,False,False,True,False,4,2.0,1262,4111.0,0,429000
AB-00340,7903 Prairie Way,Sherwood Park,Summerwood,53.558166,-113.333786,Townhouse,2011.0,2024-07-09,Average,False,False,True,False,3,1.5,1366,2226.0,0,412000
AB-00341,5897 Cedar Way,Edmonton,Westmount,53.531972,-113.536781,Detached,,2023-09-03,Excellent,True,True,True,False,4,3.0,2413,4798.0,3,1141000
AB-00342,273 Prairie St,Calgary,Bridgeland,51.045548,-114.00835,Duplex,1983.0,2026-05-27,Average,True,False,False,False,3,2.0,2027,2052.0,1,739000
AB-00343,2095 Prairie St,St. Albert,Oakmont,53.645491,-113.634021,Detached,1987.0,2024-09-27,Excellent,True,False,False,False,3,2.0,2153,3925.0,3,954000
AB-00344,4628 Cedar Rd,Fort McMurray,Timberlea,56.746987,-111.364339,Townhouse,2018.0,2026-03-25,Excellent,True,True,False,False,3,2.0,1646,3094.0,2,606000
AB-00345,8161 Maple Ave,Edmonton,Terwillegar,53.535761,-113.486219,Detached,2010.0,2025-03-24,Average,True,False,False,False,3,4.0,1791,,2,808000
AB-00346,114 Maple Blvd,Edmonton,Windermere,53.592199,-113.499113,Detached,2023.0,2024-06-22,Fair,True,False,True,False,5,3.5,1497,6567.0,1,600000
AB-00347,7998 Maple Way,St. Albert,Mission,53.6297,-113.670569,Semi-Detached,1988.0,2025-06-06,Poor,True,False,True,False,4,2.5,1367,4237.0,2,407000
AB-00348,2993 Aspen St,Red Deer,West Park,52.259737,-113.827707,Semi-Detached,1997.0,2022-08-02,Good,True,False,False,False,4,1.5,1802,3637.0,1,522000
AB-00349,9814 River Blvd,Calgary,Kensington,51.101238,-114.086404,Condo,1963.0,2024-12-02,Good,False,False,False,False,2,1.0,647,,0,220000
AB-00350,8670 Cedar Way,Fort McMurray,Timberlea,56.711593,-111.360832,Detached,1975.0,2024-10-23,Average,True,True,False,False,3,3.5,2634,6397.0,1,858000
AB-00351,1694 Cedar Way,Edmonton,Glenora,53.504834,-113.440354,Detached,1999.0,2024-10-11,Good,True,False,True,False,4,2.0,1543,5589.0,2,756000
AB-00352,9536 Aspen Ave,Calgary,Kensington,51.035638,-114.045499,Duplex,2011.0,2025-11-02,Average,False,False,True,False,3,2.5,1506,2998.0,2,606000
AB-00353,6262 River St,Edmonton,Rutherford,53.550523,-113.406548,Detached,1965.0,2024-03-18,Fair,True,True,True,False,4,2.5,2342,3584.0,2,698000
AB-00354,8670 Cedar Blvd,Leduc,Tribute,53.265685,-113.533522,Townhouse,1978.0,2025-12-12,Good,False,True,True,False,3,2.0,1180,2056.0,0,336000
AB-00355,8942 Aspen Ave,Airdrie,Bayside,51.306044,-114.025257,Detached,1972.0,2024-09-05,Good,False,True,True,False,3,2.5,2235,6531.0,1,828000
AB-00356,7221 Park Rd,Red Deer,Anders,52.233991,-113.761381,Semi-Detached,2006.0,2025-03-01,Average,True,False,False,False,3,3.0,2119,3093.0,0,591000
AB-00357,5436 River St,St. Albert,Mission,53.611764,-113.629674,Semi-Detached,2001.0,2026-02-28,Average,True,False,True,False,2,2.0,898,3877.0,1,332000
AB-00358,2334 Cedar Ave,Edmonton,Westmount,53.530858,-113.47071,Detached,1982.0,2025-09-05,Average,True,True,False,True,4,2.5,2035,6051.0,2,864000
AB-00359,2884 Aspen Way,Edmonton,Westmount,53.51336,-113.444931,Semi-Detached,1980.0,2024-03-12,Good,True,False,False,False,3,2.0,1771,,2,644000
AB-00360,3743 Aspen Ave,Calgary,Auburn Bay,51.109036,-114.081956,Detached,2001.0,2024-06-03,Average,True,True,False,False,5,3.5,2313,5640.0,2,1001000
AB-00361,1461 Aspen St,Calgary,Inglewood,51.072698,-114.144634,Semi-Detached,2017.0,2025-04-18,Average,False,True,True,False,3,2.5,1544,2957.0,2,644000
AB-00362,7698 River Blvd,Edmonton,Westmount,53.605971,-113.4985,Townhouse,1963.0,2025-05-25,Excellent,False,False,True,False,2,2.0,1083,2275.0,1,363000
AB-00363,1426 Aspen Rd,Calgary,Seton,51.012243,-114.061173,Semi-Detached,1986.0,2026-04-13,Good,False,False,False,True,3,2.5,1571,4129.0,2,602000
AB-00364,3454 River Rd,Calgary,Auburn Bay,51.079737,-114.193545,Townhouse,1968.0,2026-02-12,Average,False,False,False,False,3,1.5,1475,1894.0,1,444000
AB-00365,5756 Cedar Blvd,Red Deer,Timberlands,52.285992,-113.749385,Detached,1966.0,2026-02-03,Fair,False,False,False,False,5,3.0,1655,3003.0,2,404000
AB-00366,7601 Maple St,Calgary,Seton,51.090722,-113.998102,Duplex,1968.0,2025-12-07,Average,True,False,True,False,4,2.5,1716,3928.0,2,567000
AB-00367,8970 River Blvd,Red Deer,Anders,52.259488,-113.849146,Detached,2013.0,2025-03-11,Excellent,False,True,True,True,3,4.0,1983,3277.0,1,860000
AB-00368,8786 Aspen Blvd,Sherwood Park,Davidson Creek,53.560502,-113.293738,Townhouse,2001.0,2024-11-05,Average,True,False,True,False,3,2.0,1306,1861.0,1,449000
AB-00369,2734 Prairie Way,Calgary,Aspen Woods,51.018714,-114.131301,Duplex,1981.0,2025-12-11,Good,False,False,False,False,2,2.0,1275,2936.0,1,518000
AB-00370,668 Prairie Rd,Edmonton,Glenora,53.531074,-113.524959,Condo,1986.0,2024-01-09,Average,True,False,True,False,2,1.0,841,,0,257000
AB-00371,9048 Aspen Rd,Airdrie,Reunion,51.239035,-113.980197,Condo,1979.0,2025-08-10,Poor,False,False,False,False,2,2.0,831,,2,173000
AB-00372,756 River Way,Calgary,Mahogany,51.018375,-114.057537,Duplex,1974.0,2026-05-14,Good,True,False,False,True,3,3.0,1041,2583.0,1,410000
AB-00373,7398 Prairie St,Edmonton,Summerside,53.540495,-113.46359,Townhouse,1962.0,2023-05-02,Fair,True,False,False,False,2,3.0,881,1857.0,1,232000
AB-00374,5856 Park Blvd,Leduc,Black Stone,53.231539,-113.50088,Detached,1961.0,2024-03-11,Average,True,False,False,False,5,3.0,1611,4817.0,2,484000
AB-00375,9896 Maple Ave,Calgary,Mahogany,51.019906,-114.140017,Duplex,1977.0,2025-02-07,Good,False,False,True,False,4,2.0,1982,2757.0,2,648000
AB-00376,2343 River Ave,Calgary,Inglewood,51.062505,-114.143054,Detached,2019.0,2025-08-16,Good,False,True,False,False,4,4.0,1237,5520.0,2,690000
AB-00377,4813 Cedar Ave,Edmonton,Westmount,53.602528,-113.453442,Detached,2020.0,2024-07-04,Fair,False,True,False,False,5,2.5,1732,5376.0,2,722000
AB-00378,2059 Park Way,Fort McMurray,Beacon Hill,56.70153,-111.388501,Duplex,2020.0,2026-05-22,Excellent,False,True,True,False,3,2.5,1200,1293.0,2,419000
AB-00379,4878 Aspen St,Leduc,Southfork,53.25153,-113.57855,Detached,2005.0,2024-09-03,Fair,True,True,False,False,3,3.0,1890,5292.0,2,639000
AB-00380,311 River Way,Leduc,Black Stone,53.308783,-113.553736,Detached,2005.0,2025-01-28,Good,True,False,True,False,4,3.0,2148,3891.0,2,778000
AB-00381,1351 Maple Ave,Calgary,Bridgeland,51.07806,-114.058979,Duplex,1974.0,2023-02-03,Average,True,False,True,False,3,2.5,1648,,2,598000
AB-00382,2432 Prairie Ave,Fort McMurray,Beacon Hill,56.7305,-111.380495,Duplex,1975.0,2025-11-06,Average,True,True,False,False,3,2.5,1551,1999.0,0,421000
AB-00383,7785 Maple Rd,Edmonton,Westmount,53.526895,-113.489622,Duplex,2025.0,2025-08-04,Average,False,False,False,False,2,1.5,1414,1482.0,2,527000
AB-00384,5798 Park Ave,Edmonton,Summerside,53.515784,-113.450174,Detached,1995.0,2022-09-20,Excellent,True,False,True,False,4,2.0,1487,6718.0,2,711000
AB-00385,1716 River Way,Edmonton,Summerside,53.504323,-113.452438,Townhouse,1960.0,2023-02-08,Excellent,True,False,False,False,4,1.5,1188,2687.0,1,406000
AB-00386,1907 Aspen Ave,Edmonton,Laurel,53.594836,-113.505052,Condo,2000.0,2025-06-04,Fair,False,False,True,False,2,1.0,702,,0,179000
AB-00387,4861 Cedar Ave,Edmonton,Terwillegar,53.574478,-113.458093,Semi-Detached,1988.0,2023-02-07,Average,False,False,True,False,3,2.5,1628,3092.0,2,504000
AB-00388,1766 Prairie Ave,Red Deer,Anders,52.304239,-113.760498,Semi-Detached,2011.0,2025-11-17,Good,True,False,False,False,3,1.5,1941,1870.0,0,550000
AB-00389,9982 Cedar Blvd,Sherwood Park,Nottingham,53.533678,-113.309562,Detached,2011.0,2026-01-09,Average,False,True,True,False,5,3.0,1765,3873.0,2,740000
AB-00390,6369 Aspen Rd,Calgary,Mahogany,51.025024,-114.081315,Detached,1963.0,2024-09-10,Excellent,False,False,False,False,5,3.5,2539,6874.0,2,996000
AB-00391,8956 Aspen St,Calgary,Auburn Bay,51.101245,-114.127446,Detached,2003.0,2024-05-07,Good,False,False,True,False,4,3.0,1587,6357.0,2,702000
AB-00392,2789 Cedar Blvd,Sherwood Park,Nottingham,53.512864,-113.276617,Semi-Detached,1998.0,2025-05-06,Good,False,True,False,False,2,2.5,1542,3424.0,2,554000
AB-00393,6289 Aspen Rd,Red Deer,Lancaster,52.268325,-113.830837,Semi-Detached,1993.0,2025-08-21,Average,True,True,True,False,3,2.0,1545,3637.0,0,455000
AB-00394,1024 Prairie Ave,Calgary,Beltline,51.035642,-113.999961,Duplex,2005.0,2024-08-14,Average,True,True,False,False,3,2.0,1425,2540.0,1,576000
AB-00395,4468 Maple Blvd,Edmonton,Oliver,53.534416,-113.441009,Detached,2025.0,2025-07-19,Excellent,True,False,False,False,4,3.0,1817,6036.0,3,923000
AB-00396,7243 River Blvd,Edmonton,Summerside,53.491119,-113.544505,Detached,1998.0,2026-03-23,Average,False,False,True,True,4,3.5,1901,5737.0,2,712000
AB-00397,4578 Maple Way,Fort McMurray,Abasand,56.804796,-111.350288,Duplex,1972.0,2025-02-07,Average,False,False,True,False,3,3.0,1490,4012.0,2,415000
AB-00398,9071 River St,Calgary,Aspen Woods,51.017128,-114.099838,Semi-Detached,2025.0,2024-12-27,Average,False,False,True,False,3,2.0,1009,2765.0,1,477000
AB-00399,1081 Aspen Ave,St. Albert,Mission,53.656677,-113.673873,Detached,2015.0,2026-01-08,Excellent,True,False,False,False,4,3.5,1737,2824.0,3,799000
AB-00400,9950 River Blvd,Calgary,Kensington,50.95614,-114.08477,Townhouse,1980.0,2026-01-06,Average,True,True,False,False,3,2.0,1868,1340.0,1,742000
AB-00401,4651 Prairie Way,Calgary,Inglewood,51.062084,-114.092839,Detached,1963.0,2026-04-26,Average,False,False,True,False,5,2.5,2831,3724.0,2,1089000
AB-00402,2402 River St,Edmonton,Terwillegar,53.493496,-113.482382,Condo,1971.0,2025-01-12,Average,False,False,False,False,3,1.0,1431,,0,384000
AB-00403,9673 Prairie Blvd,Airdrie,Bayside,51.302482,-114.032024,Semi-Detached,2000.0,2025-10-10,Average,False,True,True,False,2,2.5,1875,3278.0,2,626000
AB-00404,7043 Cedar Ave,Edmonton,Rutherford,53.533164,-113.47683,Detached,1974.0,2024-01-12,Average,True,False,False,True,4,3.0,1795,5945.0,2,628000
AB-00405,6402 Park Rd,Fort McMurray,Beacon Hill,56.664644,-111.322214,Detached,1990.0,2022-07-08,Average,True,False,False,False,5,3.5,2456,5138.0,1,749000
AB-00406,2725 Cedar Rd,Leduc,Tribute,53.238552,-113.48745,Condo,1990.0,2022-08-19,Average,True,True,False,False,3,1.0,706,,2,160000
AB-00407,4375 Aspen St,Airdrie,Reunion,51.299513,-114.01687,Duplex,1972.0,2024-09-30,Good,False,False,True,False,4,2.0,2328,3539.0,1,680000
AB-00408,1447 Maple Ave,St. Albert,Lacombe Park,53.649946,-113.621569,Townhouse,1999.0,2024-08-13,Average,False,False,False,False,3,1.5,1480,2122.0,1,442000
AB-00409,3354 Maple Blvd,Edmonton,Westmount,53.539278,-113.44278,Condo,2001.0,2025-05-02,Good,False,False,False,False,1,1.0,816,,1,269000
AB-00410,2864 Maple Blvd,Airdrie,Hillcrest,51.298516,-114.015242,Townhouse,1985.0,2024-10-02,Average,True,True,False,False,3,3.0,614,2127.0,2,176000
AB-00411,3221 Park Rd,Edmonton,Rutherford,53.519049,-113.475483,Duplex,1988.0,2025-05-13,Good,True,False,False,False,4,2.5,1764,3463.0,1,528000
AB-00412,7488 River Rd,Edmonton,Summerside,53.576284,-113.450909,Detached,1993.0,2024-08-15,Average,False,True,True,False,4,2.0,1329,,2,545000
AB-00413,953 Park Ave,Red Deer,Timberlands,52.245648,-113.791763,Townhouse,1972.0,2025-06-11,Average,False,False,False,False,3,2.5,1531,2058.0,1,357000
AB-00414,9267 Maple Way,St. Albert,Erin Ridge,53.655291,-113.609785,Detached,2007.0,2025-12-17,Fair,False,False,False,False,4,3.0,2289,6626.0,3,881000
AB-00415,7146 Park Rd,Edmonton,Rutherford,53.540393,-113.527321,Detached,1995.0,2025-09-11,Good,False,False,True,False,3,2.0,1938,4141.0,1,675000
AB-00416,3866 River St,Calgary,Mahogany,51.033921,-114.157113,Townhouse,1984.0,2025-12-23,Fair,False,False,False,False,4,2.5,1313,1403.0,1,394000
AB-00417,1633 River Rd,Edmonton,Laurel,53.517502,-113.464134,Condo,1978.0,2025-12-18,Fair,False,False,False,False,2,1.0,850,,0,203000
AB-00418,5484 Maple Rd,Edmonton,Glenora,53.51918,-113.536096,Semi-Detached,2023.0,2024-07-12,Good,True,False,False,True,3,2.0,1067,2589.0,0,521000
AB-00419,195 Park St,Calgary,Beltline,50.974565,-114.043306,Detached,1994.0,2025-03-02,Average,True,False,False,False,5,3.0,1862,4882.0,2,743000
AB-00420,9967 Cedar St,Calgary,Bridgeland,51.054408,-114.01067,Condo,1969.0,2025-12-08,Average,True,False,False,True,2,1.0,863,,1,257000
AB-00421,7183 Prairie Rd,Edmonton,Rutherford,53.609118,-113.438047,Duplex,1975.0,2022-09-30,Average,True,False,False,False,3,2.5,604,2928.0,1,174000
AB-00422,7212 Prairie Blvd,Calgary,Inglewood,51.010626,-114.050464,Semi-Detached,2007.0,2024-12-30,Good,True,False,True,False,3,2.0,1402,3845.0,2,660000
AB-00423,7925 Park Ave,Edmonton,Westmount,53.559835,-113.516703,Semi-Detached,1970.0,2022-07-09,Excellent,False,False,False,False,3,1.5,1868,5407.0,1,700000
AB-00424,9413 Park Rd,Edmonton,Windermere,53.521785,-113.512218,Condo,2019.0,2026-03-17,Good,False,True,False,False,2,1.0,460,,0,167000
AB-00425,7471 Aspen Rd,St. Albert,Mission,53.669736,-113.625591,Detached,2018.0,2025-11-29,Good,True,True,False,False,4,3.5,2018,4213.0,2,925000
AB-00426,6737 Prairie Way,Red Deer,Anders,52.296978,-113.850221,Semi-Detached,2021.0,2025-08-02,Average,False,False,False,False,2,1.5,1451,3324.0,0,401000
AB-00427,3183 Maple Ave,Red Deer,Anders,52.239426,-113.83263,Duplex,1962.0,2026-01-11,Good,False,False,False,False,2,1.5,1364,1857.0,0,345000
AB-00428,7395 Cedar Blvd,Edmonton,Terwillegar,53.575881,-113.499982,Duplex,1979.0,2025-03-05,Good,False,True,False,False,2,2.0,1523,2935.0,0,539000
AB-00429,9862 Prairie Way,Edmonton,Glenora,53.525703,-113.603547,Detached,2023.0,2024-05-02,Good,False,False,False,False,5,3.0,1903,5518.0,2,953000
AB-00430,6934 Cedar St,Red Deer,Anders,52.301889,-113.755574,Detached,1968.0,2024-08-16,Average,True,False,True,False,3,2.0,2590,6311.0,2,771000
AB-00431,4906 Prairie Blvd,Edmonton,Laurel,53.535037,-113.46609,Semi-Detached,2019.0,2022-07-20,Fair,False,False,False,False,3,2.5,1609,2705.0,2,531000
AB-00432,8163 Maple Blvd,Edmonton,Summerside,53.546118,-113.466746,Detached,1985.0,2023-01-20,Fair,True,True,True,True,5,3.0,1887,4659.0,1,653000
AB-00433,1967 Aspen Ave,Leduc,Black Stone,53.216675,-113.572166,Townhouse,1968.0,2025-10-22,Average,False,False,False,False,2,3.0,775,1524.0,1,177000
AB-00434,7273 Cedar St,St. Albert,Riverside,53.641936,-113.612079,Detached,1973.0,2022-09-22,Good,False,False,True,False,3,3.0,1746,6942.0,2,704000
AB-00435,8388 Cedar St,Calgary,Mahogany,51.042048,-114.041728,Townhouse,1997.0,2025-06-01,Good,True,True,False,False,4,3.0,1065,2319.0,0,393000
AB-00436,6899 Park Ave,Calgary,Beltline,51.057874,-114.112492,Detached,1970.0,2024-12-13,Average,False,True,False,False,5,2.5,1250,6181.0,2,504000
AB-00437,262 Prairie Way,Calgary,Auburn Bay,51.003071,-113.99798,Condo,2016.0,2024-03-14,Fair,True,False,False,False,2,1.5,1097,,2,324000
AB-00438,9170 Park Rd,Calgary,Beltline,51.065812,-114.096385,Townhouse,1997.0,2024-05-31,Average,False,False,False,False,3,3.0,1509,1635.0,0,503000
AB-00439,6727 River Rd,Calgary,Bridgeland,51.009623,-114.038563,Condo,2004.0,2024-12-05,Good,True,False,False,False,2,1.5,859,,0,312000
AB-00440,8946 Aspen Rd,Fort McMurray,Eagle Ridge,56.637018,-111.387596,Detached,1980.0,2025-08-01,Poor,False,False,True,True,4,2.5,1847,,2,575000
AB-00441,3968 Prairie Way,Calgary,Seton,51.035499,-114.070889,Detached,1960.0,2024-09-04,Average,False,False,True,False,5,4.0,2303,5176.0,2,818000
AB-00442,3254 Park Blvd,Red Deer,Lancaster,52.293138,-113.778882,Townhouse,2001.0,2024-06-10,Average,False,False,True,False,3,2.5,1054,2357.0,0,273000
AB-00443,9673 Cedar Blvd,Edmonton,Summerside,53.566813,-113.509732,Semi-Detached,2010.0,2022-07-04,Good,False,False,False,False,3,2.5,1555,3738.0,1,551000
AB-00444,7561 Cedar St,Edmonton,Oliver,53.502731,-113.559839,Semi-Detached,1975.0,2024-11-13,Good,True,False,False,False,3,3.0,1580,4439.0,1,559000
AB-00445,558 River Ave,Edmonton,Terwillegar,53.554638,-113.503844,Detached,1998.0,2025-04-03,Average,True,False,False,False,3,3.0,1972,5408.0,3,859000
AB-00446,9369 Cedar Rd,Sherwood Park,Nottingham,53.537586,-113.369643,Detached,2021.0,2025-02-07,Average,False,False,True,False,4,2.0,1229,4205.0,1,476000
AB-00447,6578 Park Way,Calgary,Auburn Bay,51.052775,-114.128607,Townhouse,2012.0,2024-07-22,Average,False,False,False,False,2,2.5,1765,1810.0,0,574000
AB-00448,8977 Aspen St,Red Deer,Lancaster,52.312958,-113.786104,Townhouse,1970.0,2022-12-22,Average,True,False,False,False,3,2.0,1256,1641.0,1,272000
AB-00449,8841 Aspen Rd,Airdrie,Kings Heights,51.309138,-113.963093,Condo,2016.0,2026-04-23,Fair,False,False,True,False,1,1.0,904,,1,249000
AB-00450,4287 Maple Ave,Edmonton,Laurel,53.502085,-113.504331,Detached,1996.0,2025-04-17,Fair,False,True,False,False,3,4.0,1493,4226.0,2,527000
AB-00451,2081 Maple Ave,Red Deer,West Park,52.256905,-113.804371,Detached,2008.0,2024-10-05,Excellent,False,False,False,False,4,3.0,2394,5108.0,2,820000
AB-00452,405 Park Way,Edmonton,Glenora,53.552566,-113.402738,Detached,1989.0,2022-07-18,Excellent,True,False,False,False,4,2.0,2890,3270.0,1,1381000
AB-00453,2855 River Way,Calgary,Auburn Bay,51.038386,-114.010122,Detached,2007.0,2022-11-18,Average,False,True,False,False,4,2.5,1864,4771.0,3,711000
AB-00454,3585 Aspen Way,Edmonton,Oliver,53.536767,-113.513116,Detached,2008.0,2025-12-25,Excellent,False,False,True,False,5,3.0,2640,3491.0,2,1222000
AB-00455,5315 Prairie Rd,Edmonton,Oliver,53.616951,-113.555143,Townhouse,2024.0,2024-06-14,Excellent,False,True,False,False,4,3.0,950,2031.0,0,389000
AB-00456,256 Prairie Ave,Calgary,Seton,51.04537,-114.100767,Detached,2020.0,2024-06-25,Poor,False,False,False,False,4,3.0,1652,5711.0,1,590000
AB-00457,6266 Aspen Rd,Red Deer,Clearview,52.293292,-113.869397,Semi-Detached,1975.0,2024-06-25,Average,False,True,False,False,4,3.0,2091,3047.0,1,511000
AB-00458,3723 River Blvd,Edmonton,Glenora,53.558546,-113.507888,Duplex,1998.0,2024-05-02,Good,True,False,False,False,3,2.5,1582,3838.0,0,656000
AB-00459,9368 Prairie Way,Edmonton,Rutherford,53.576982,-113.514144,Detached,1984.0,2026-04-03,Good,False,False,True,False,4,3.0,1387,5925.0,2,509000
AB-00460,7537 Maple Blvd,Sherwood Park,Davidson Creek,53.538885,-113.201213,Townhouse,1992.0,2024-08-12,Good,True,False,False,False,3,2.5,1416,1581.0,0,446000
AB-00461,6982 Aspen Blvd,Edmonton,Westmount,53.572147,-113.501955,Semi-Detached,1966.0,2025-05-03,Average,True,True,False,True,3,1.5,1442,2681.0,2,495000
AB-00462,1684 Maple Blvd,St. Albert,Mission,53.680186,-113.652619,Condo,1968.0,2026-05-15,Good,False,False,True,False,3,1.0,1140,,0,280000
AB-00463,9929 Aspen Blvd,Edmonton,Summerside,53.522138,-113.458222,Condo,1990.0,2024-09-06,Excellent,False,True,False,False,2,2.0,1071,,1,314000
AB-00464,1014 Aspen St,Calgary,Kensington,51.070277,-114.071258,Duplex,2015.0,2025-05-14,Fair,True,False,False,False,2,2.5,1699,1952.0,0,614000
AB-00465,525 Cedar Way,St. Albert,Riverside,53.634206,-113.599301,Detached,1972.0,2025-11-23,Average,True,True,False,False,4,3.5,1766,6023.0,3,747000
AB-00466,2355 Maple St,Sherwood Park,Davidson Creek,53.544852,-113.336145,Detached,2016.0,2024-10-18,Average,False,False,False,False,4,3.0,1246,7140.0,2,481000
AB-00467,2469 Maple Ave,Leduc,Southfork,53.254936,-113.481298,Detached,1961.0,2024-11-13,Average,False,False,True,False,4,2.5,1864,6305.0,2,524000
AB-00468,9374 Park Way,Leduc,Meadowview,53.272127,-113.50939,Detached,2002.0,2025-07-07,Good,True,False,False,True,4,3.0,1944,3697.0,3,686000
AB-00469,5531 Prairie Blvd,Edmonton,Glenora,53.561386,-113.475607,Townhouse,2021.0,2025-12-02,Good,False,True,True,False,3,2.0,698,1899.0,0,328000
AB-00470,3362 River Rd,Calgary,Mahogany,51.086438,-114.151936,Detached,1965.0,2025-09-13,Excellent,False,False,False,False,3,3.0,1468,6016.0,2,654000
AB-00471,3544 Park Blvd,Edmonton,Terwillegar,53.543247,-113.478155,Condo,1974.0,2025-05-23,Average,False,False,False,False,1,1.5,739,,0,190000
AB-00472,5309 Aspen Blvd,Leduc,Meadowview,53.221346,-113.598162,Detached,2008.0,2023-10-02,Good,False,False,False,False,5,2.0,1645,5240.0,2,607000
AB-00473,8111 River St,Edmonton,Oliver,53.562291,-113.571461,Detached,2025.0,2024-07-29,Excellent,False,True,False,False,3,3.5,1433,5999.0,3,709000
AB-00474,8206 Cedar Rd,St. Albert,Oakmont,53.614246,-113.604807,Semi-Detached,2021.0,2024-08-24,Good,False,False,True,False,3,2.0,1908,2415.0,1,752000
AB-00475,1488 River St,Edmonton,Summerside,53.595883,-113.41555,Detached,2007.0,2024-12-24,Average,True,False,False,False,4,3.5,1836,4482.0,2,765000
AB-00476,3930 Park St,Calgary,Auburn Bay,51.015634,-114.048387,Semi-Detached,1963.0,2026-03-16,Average,True,False,False,True,3,2.5,1575,2553.0,1,532000
AB-00477,4196 Park Rd,Edmonton,Summerside,53.493492,-113.446462,Detached,1985.0,2024-09-28,Good,False,False,False,False,3,2.0,2580,5980.0,2,937000
AB-00478,294 Cedar Way,Airdrie,Coopers Crossing,51.361548,-113.874454,Duplex,2011.0,2024-01-08,Good,False,True,False,False,3,2.0,1342,2975.0,2,478000
AB-00479,6943 River Blvd,Edmonton,Westmount,53.577168,-113.50823,Townhouse,1984.0,2024-11-14,Average,True,True,False,False,3,2.5,1304,2067.0,1,483000
AB-00480,8908 Park Rd,St. Albert,Mission,53.653807,-113.606629,Duplex,2011.0,2024-11-04,Good,False,False,True,False,4,2.0,1514,3148.0,1,570000
AB-00481,5487 Aspen Blvd,Calgary,Inglewood,51.025159,-114.121407,Condo,1984.0,2025-08-01,Average,True,True,False,True,1,1.0,714,,1,255000
AB-00482,8691 Maple Blvd,Red Deer,Anders,52.326707,-113.811452,Detached,1986.0,2024-12-25,Average,True,False,False,False,3,4.0,2300,5749.0,2,731000
AB-00483,3469 Park Blvd,Fort McMurray,Thickwood,56.751044,-111.34079,Semi-Detached,1986.0,2024-07-28,Fair,False,False,False,False,3,1.5,1222,2890.0,2,311000
AB-00484,4144 Aspen Rd,Calgary,Auburn Bay,51.032204,-114.031833,Detached,2011.0,2023-01-23,Good,False,False,False,False,3,2.0,1917,3378.0,1,836000
AB-00485,3042 Aspen Blvd,Leduc,Tribute,53.259647,-113.579014,Detached,1982.0,2024-08-03,Average,True,False,False,False,5,3.5,2175,5259.0,2,710000
AB-00486,6838 Aspen St,Edmonton,Oliver,53.527689,-113.5907,Detached,1987.0,2024-03-22,Excellent,False,False,False,False,4,2.5,2139,5790.0,3,957000
AB-00487,6642 River Blvd,Edmonton,Summerside,53.570372,-113.511441,Semi-Detached,2019.0,2025-09-25,Average,True,False,True,False,3,1.5,1406,2509.0,2,556000
AB-00488,2743 River St,Calgary,Kensington,50.996892,-114.017363,Detached,2020.0,2025-12-09,Good,True,False,False,True,4,3.5,2227,6020.0,2,1240000
AB-00489,882 Prairie Way,St. Albert,Oakmont,53.568332,-113.607211,Detached,1987.0,2024-08-02,Average,False,False,True,True,4,2.5,1783,5372.0,1,635000
